🤏,neutral,
✌,positive,
🤞,positive,
🤟,positive,
🤘,positive,
🤙,positive,
👈,neutral,
👉,neutral,
👆,neutral,
👇,neutral,
🖕,negative,
☝,neutral,
🫵,neutral,
👍,positive,
👎,negative,
✊,positive,
👊,negative,
🤛,negative,
🤜,negative,
👏,positive,
🙌,positive,
👐,neutral,
🤲,neutral,
🤝,neutral,
🙏,neutral,
✍,neutral,
💅,neutral,
🤳,neutral,
💪,neutral,
🦾,neutral,
🦵,neutral,
🦿,neutral,
🦶,neutral,
👂,neutral,
🦻,neutral,
👃,neutral,
🧠,neutral,
👣,neutral,
🫀,neutral,
🫁,neutral,
🦷,neutral,
🦴,neutral,
👀,neutral,
👁,neutral,
👅,neutral,
👄,neutral,
🧑,neutral,
👶,neutral,
🧒,neutral,
👦,neutral,
👧,neutral,
👱,neutral,
👨,neutral,
🧔,neutral,
🧔‍♂‍,neutral,
🧔‍♀‍,neutral,
👨‍🦰,neutral,
👨‍🦱,neutral,
👨‍🦳,neutral,
👨‍🦲,neutral,
👩,neutral,
👩‍🦰,neutral,
👩‍🦱,neutral,
👩‍🦳,neutral,
👩‍🦲,neutral,
👱‍♀‍,neutral,
👱‍♂‍,neutral,
🧓,neutral,
👴,neutral,
👵,neutral,
🙍,neutral,
🙍‍♂‍,neutral,
🙍‍♀‍,neutral,
🙎,neutral,
🙎‍♂‍,neutral,
🙎‍♀‍,neutral,
🙅,neutral,
🙅‍♂‍,neutral,
🙅‍♀‍,neutral,
🙆,neutral,
🙆‍♂‍,neutral,
🙆‍♀‍,neutral,
💁,neutral,
💁‍♂‍,neutral,
💁‍♀‍,neutral,
🙋,neutral,
🙋‍♂‍,neutral,
🙋‍♀‍,neutral,
🧏,neutral,
🧏‍♂‍,neutral,
🧏‍♀‍,neutral,
🙇,neutral,
🙇‍♂‍,neutral,
🙇‍♀‍,neutral,
🤦,neutral,
🤦‍♂‍,neutral,
🤦‍♀‍,neutral,
🤷,neutral,
🤷‍♂‍,neutral,
🤷‍♀‍,neutral,
🧑‍⚕‍,neutral,
👨‍⚕‍,neutral,
👩‍⚕‍,neutral,
🧑‍🎓,neutral,
👨‍🎓,neutral,
🧑‍🏫,neutral,
👨‍🏫,neutral,
👩‍🏫,neutral,
🧑‍⚖‍,neutral,
👨‍⚖‍,neutral,
👩‍⚖‍,neutral,
🧑‍🌾,neutral,
👨‍🌾,neutral,
👩‍🌾,neutral,
🧑‍🍳,neutral,
👨‍🍳,neutral,
👩‍🍳,neutral,
🧑‍🔧,neutral,
👨‍🔧,neutral,
👩‍🔧,neutral,
🧑‍🏭,neutral,
👨‍🏭,neutral,
👩‍🏭,neutral,
🧑‍💼,neutral,
👨‍💼,neutral,
👩‍💼,neutral,
🧑‍🔬,neutral,
👨‍🔬,neutral,
👩‍🔬,neutral,
🧑‍💻,neutral,
👨‍💻,neutral,
👩‍💻,neutral,
🧑‍🎤,neutral,
👨‍🎤,neutral,
👩‍🎤,neutral,
🧑‍🎨,neutral,
👨‍🎨,neutral,
👩‍🎨,neutral,
🧑‍✈‍,neutral,
👨‍✈‍,neutral,
👩‍✈‍,neutral,
🧑‍🚀,neutral,
👨‍🚀,neutral,
👩‍🚀,neutral,
🧑‍🚒,neutral,
👨‍🚒,neutral,
👩‍🚒,neutral,
👮,neutral,
👮‍♂‍,neutral,
👮‍♀‍,neutral,
🕵,neutral,
🕵️‍♂‍,neutral,
🕵️‍♀‍,neutral,
💂,neutral,
💂‍♂‍,neutral,
💂‍♀‍,neutral,
🥷,neutral,
👷,neutral,
👷‍♂‍,neutral,
👷‍♀‍,neutral,
🤴,neutral,
👸,neutral,
👳,neutral,
👳‍♂‍,neutral,
👳‍♀‍,neutral,
👲,neutral,
🧕,neutral,
🤵,neutral,
🤵‍♂‍,neutral,
🤵‍♀‍,neutral,
👰,neutral,
👰‍♂‍,neutral,
👰‍♀‍,neutral,
🤰,neutral,
🤱,neutral,
🧑‍🍼,neutral,
👩‍🍼,neutral,
👨‍🍼,neutral,
👼,neutral,
🎅,neutral,
🤶,neutral,
🧑‍🎄,neutral,
🦸,neutral,
🦸‍♂‍,neutral,
🦸‍♀‍,neutral,
🦹,neutral,
🦹‍♂‍,neutral,
🦹‍♀‍,neutral,
🧙,neutral,
🧙‍♂‍,neutral,
🧙‍♀‍,neutral,
🧚,neutral,
🧚‍♂‍,neutral,
🧚‍♀‍,neutral,
🧛,neutral,
🧛‍♂‍,neutral,
🧛‍♀‍,neutral,
🧜,neutral,
🧜‍♂‍,neutral,
🧜‍♀‍,neutral,
🧝,neutral,
🧝‍♂‍,neutral,
🧝‍♀‍,neutral,
🧞,neutral,
🧞‍♂‍,neutral,
🧞‍♀‍,neutral,
🧟,neutral,
🧟‍♂‍,neutral,
🧟‍♀‍,neutral,
💆,neutral,
💆‍♂‍,neutral,
💆‍♀‍,neutral,
💇,neutral,
💇‍♂‍,neutral,
💇‍♀‍,neutral,
🚶,neutral,
🚶‍♂‍,neutral,
🚶‍♀‍,neutral,
🧍,neutral,
🧍‍♂‍,neutral,
🧍‍♀‍,neutral,
🧎,neutral,
🧎‍♂‍,neutral,
🧎‍♀‍,neutral,
🧑‍🦯,neutral,
👨‍🦯,neutral,
👩‍🦯,neutral,
🧑‍🦼,neutral,
👨‍🦼,neutral,
👩‍🦼,neutral,
🧑‍🦽,neutral,
👨‍🦽,neutral,
👩‍🦽,neutral,
🏃,neutral,
🏃‍♂‍,neutral,
🏃‍♀‍,neutral,
💃,neutral,
🕺,neutral,
🕴,neutral,
👯,neutral,
👯‍♂‍,neutral,
👯‍♀‍,neutral,
🧖,neutral,
🧖‍♂‍,neutral,
🧖‍♀‍,neutral,
🧗,neutral,
🧗‍♂‍,neutral,
🧗‍♀‍,neutral,
🤺,neutral,
🏇,neutral,
⛷,neutral,
🏂,neutral,
🏌,neutral,
🏌️‍♂‍,neutral,
🏌️‍♀‍,neutral,
🏄,neutral,
🏄‍♂‍,neutral,
🏄‍♀‍,neutral,
🚣,neutral,
🚣‍♂‍,neutral,
🚣‍♀‍,neutral,
🏊,neutral,
🏊‍♂‍,neutral,
🏊‍♀‍,neutral,
⛹,neutral,
⛹️‍♂‍,neutral,
⛹️‍♀‍,neutral,
🏋,neutral,
🏋️‍♂‍,neutral,
🏋️‍♀‍,neutral,
🚴,neutral,
🚴‍♂‍,neutral,
🚴‍♀‍,neutral,
🚵,neutral,
🚵‍♂‍,neutral,
🚵‍♀‍,neutral,
🤸,neutral,
🤸‍♂‍,neutral,
🤸‍♀‍,neutral,
🤼,neutral,
🤼‍♂‍,neutral,
🤼‍♀‍,neutral,
🤽,neutral,
🤽‍♂‍,neutral,
🤽‍♀‍,neutral,
🤾,neutral,
🤾‍♂‍,neutral,
🤾‍♀‍,neutral,
🤹,neutral,
🤹‍♂‍,neutral,
🤹‍♀‍,neutral,
🧘,neutral,
🧘‍♂‍,neutral,
🧘‍♀‍,neutral,
🛀,neutral,
🛌,neutral,
👪,neutral,
👨‍👩‍👦,neutral,
👨‍👩‍👧,neutral,
👨‍👩‍👧‍👦,neutral,
👨‍👩‍👦‍👦,neutral,
👨‍👩‍👧‍👧,neutral,
👨‍👨‍👦,neutral,
👨‍👨‍👧,neutral,
👨‍👨‍👧‍👦,neutral,
👨‍👨‍👦‍👦,neutral,
👨‍👨‍👧‍👧,neutral,
👩‍👩‍👦,neutral,
👩‍👩‍👧,neutral,
👩‍👩‍👧‍👦,neutral,
👩‍👩‍👦‍👦,neutral,
👩‍👩‍👧‍👧,neutral,
👨‍👦,neutral,
👨‍👦‍👦,neutral,
👨‍👧,neutral,
👨‍👧‍👦,neutral,
👨‍👧‍👧,neutral,
👩‍👦,neutral,
👩‍👦‍👦,neutral,
👩‍👧,neutral,
👩‍👧‍👦,neutral,
👩‍👧‍👧,neutral,
🧑‍🤝‍🧑,neutral,
👭,neutral,
👫,neutral,
👬,neutral,
💏,positive,
👩‍❤‍💋‍👨,positive,
👨‍❤‍💋‍👨,positive,
👩‍❤‍💋‍👩,positive,
💑,positive,
🗣,neutral,
👤,neutral,
👥,neutral,
🫂,neutral,
🐵,neutral,
🐒,neutral,
🦍,neutral,
🦧,neutral,
🐶,neutral,
🐕,neutral,
🦮,neutral,
🐕‍🦺,neutral,
🐩,neutral,
🐺,neutral,
🦊,neutral,
🦝,neutral,
🐱,neutral,
🐈,neutral,
🐈‍⬛,neutral,
🦁,neutral,
🐯,neutral,
🐅,neutral,
🐆,neutral,
🐴,neutral,
🐎,neutral,
🦄,neutral,
🦓,neutral,
🦌,neutral,
🦬,neutral,
🐮,neutral,
🐄,neutral,
🐂,neutral,
🐃,neutral,
🐷,neutral,
🐖,neutral,
🐗,neutral,
🐽,neutral,
🐏,neutral,
🐑,neutral,
🐐,neutral,
🐪,neutral,
🐫,neutral,
🦙,neutral,
🦒,neutral,
🐘,neutral,
🦣,neutral,
🦏,neutral,
🦛,neutral,
🐭,neutral,
🐁,neutral,
🐀,neutral,
🐹,neutral,
🐰,neutral,
🐇,neutral,
🐿,neutral,
🦫,neutral,
🦔,neutral,
🦇,neutral,
🐻,neutral,
🐻‍❄️,neutral,
🐨,neutral,
🐼,neutral,
🦥,neutral,
🦦,neutral,
🦨,neutral,
🦘,neutral,
🦡,neutral,
🐾,neutral,
🦃,neutral,
🐔,neutral,
🐓,neutral,
🐣,neutral,
🐤,neutral,
🐥,neutral,
🐦,neutral,
🐧,neutral,
🕊,neutral,
🦅,neutral,
🦆,neutral,
🦢,neutral,
🦉,neutral,
🦤,neutral,
🪶,neutral,
🦩,neutral,
🦜,neutral,
🐸,neutral,
🐊,neutral,
🐢,neutral,
🦎,neutral,
🐍,neutral,
🐲,neutral,
🐉,neutral,
🦕,neutral,
🦖,neutral,
🐳,neutral,
🐋,neutral,
🐬,neutral,
🦭,neutral,
🐟,neutral,
🐠,neutral,
🐡,neutral,
🦈,neutral,
🐙,neutral,
🐚,neutral,
🐌,neutral,
🦋,neutral,
🐛,neutral,
🐜,neutral,
🐝,neutral,
🪲,neutral,
🐞,neutral,
🦗,neutral,
🪳,neutral,
🕷,neutral,
🕸,neutral,
🦂,neutral,
🦟,neutral,
🪰,neutral,
🪱,neutral,
🦠,neutral,
💐,neutral,
🌸,neutral,
💮,neutral,
🏵,neutral,
🌹,neutral,
🥀,neutral,
🌺,neutral,
🌻,neutral,
🌼,neutral,
🌷,neutral,
🌱,neutral,
🪴,neutral,
🌲,neutral,
🌳,neutral,
🌴,neutral,
🌵,neutral,
🌾,neutral,
🌿,neutral,
☘,neutral,
🍀,neutral,
🍁,neutral,
🍂,neutral,
🍃,neutral,
🪴,neutral,
🪴,neutral,
🍇,neutral,
🍈,neutral,
🍉,neutral,
🍊,neutral,
🍋,neutral,
🍌,neutral,
🍍,neutral,
🥭,neutral,
🍎,neutral,
🍏,neutral,
🍐,neutral,
🍑,neutral,
🍒,neutral,
🍓,neutral,
🫐,neutral,
🥝,neutral,
🍅,neutral,
🫒,neutral,
🥥,neutral,
🥑,neutral,
🍆,neutral,
🥔,neutral,
🥕,neutral,
🌽,neutral,
🌶,neutral,
🫑,neutral,
🥒,neutral,
🥬,neutral,
🥦,neutral,
🧄,neutral,
🧅,neutral,
🍄,neutral,
🥜,neutral,
🫑,neutral,
🌰,neutral,
🍞,neutral,
🥐,neutral,
🥖,neutral,
🫓,neutral,
🥨,neutral,
🥯,neutral,
🥞,neutral,
🧇,neutral,
🧀,neutral,
🍖,neutral,
🍗,neutral,
🥩,neutral,
🥓,neutral,
🍔,neutral,
🍟,neutral,
🍕,neutral,
🌭,neutral,
🥪,neutral,
🌮,neutral,
🌯,neutral,
🫔,neutral,
🥙,neutral,
🧆,neutral,
🥚,neutral,
🍳,neutral,
🥘,neutral,
🍲,neutral,
🫕,neutral,
🥣,neutral,
🥗,neutral,
🍿,neutral,
🧈,neutral,
🧂,neutral,
🥫,neutral,
🍱,neutral,
🍘,neutral,
🍙,neutral,
🍚,neutral,
🍛,neutral,
🍜,neutral,
🍝,neutral,
🍠,neutral,
🍢,neutral,
🍣,neutral,
🍤,neutral,
🍥,neutral,
🥮,neutral,
🍡,neutral,
🥟,neutral,
🥠,neutral,
🥡,neutral,
🦀,neutral,
🦞,neutral,
🦐,neutral,
🦑,neutral,
🦪,neutral,
🍨,neutral,
🍧,neutral,
🍦,neutral,
🍩,neutral,
🍪,neutral,
🎂,neutral,
🍰,neutral,
🧁,neutral,
🥧,neutral,
🍫,neutral,
🍬,neutral,
🍭,neutral,
🍮,neutral,
🍯,neutral,
🍼,neutral,
🥛,neutral,
☕,neutral,
🫖,neutral,
🍵,neutral,
🍶,neutral,
🍾,neutral,
🍷,neutral,
🍸,neutral,
🍹,neutral,
🍺,neutral,
🍻,neutral,
🥂,neutral,
🥃,neutral,
🥤,neutral,
🧋,neutral,
🧃,neutral,
🧉,neutral,
🧊,neutral,
🥢,neutral,
🍽,neutral,
🍴,neutral,
🥄,neutral,
🔪,negative,
🧋,neutral,
🏺,neutral,
🌍,neutral,
🌎,neutral,
🌏,neutral,
🌐,neutral,
🗺,neutral,
🧭,neutral,
⛰,neutral,
🏔,neutral,
🌋,neutral,
🗻,neutral,
🏕,neutral,
🏖,neutral,
🏜,neutral,
🏝,neutral,
🏞,neutral,
🏟,neutral,
🏛,neutral,
🏗,neutral,
🧱,neutral,
🪨,neutral,
🪵,neutral,
🛖,neutral,
🏘,neutral,
🏚,neutral,
🏠,neutral,
🏡,neutral,
🏢,neutral,
🏣,neutral,
🏤,neutral,
🏥,neutral,
🏦,neutral,
🏨,neutral,
🏩,positive,
🏪,neutral,
🏫,neutral,
🏬,neutral,
🏭,neutral,
🏯,neutral,
🏰,neutral,
💒,neutral,
🗼,neutral,
🗽,neutral,
⛪,neutral,
🕌,neutral,
🛕,neutral,
🕍,neutral,
⛩,neutral,
🕋,neutral,
⛲,neutral,
⛺,neutral,
🌁,neutral,
🌃,neutral,
🏙,neutral,
🌅,neutral,
🌄,neutral,
🌆,neutral,
🌇,neutral,
🌉,neutral,
♨,neutral,
🎠,neutral,
🎡,neutral,
🎢,neutral,
💈,neutral,
🎪,neutral,
🚂,neutral,
🚃,neutral,
🚄,neutral,
🚅,neutral,
🚆,neutral,
🚇,neutral,
🚈,neutral,
🚉,neutral,
🚊,neutral,
🚝,neutral,
🚞,neutral,
🚋,neutral,
🚌,neutral,
🚍,neutral,
🚎,neutral,
🚐,neutral,
🚑,neutral,
🚒,neutral,
🚓,neutral,
🚔,neutral,
🚕,neutral,
🚖,neutral,
🚗,neutral,
🚘,neutral,
🚙,neutral,
🛻,neutral,
🚚,neutral,
🚛,neutral,
🚜,neutral,
🏎,neutral,
🏍,neutral,
🛵,neutral,
🦽,neutral,
🦼,neutral,
⌛,neutral,
⏳,neutral,
⌚,neutral,
⏰,neutral,
⏱,neutral,
⏲,neutral,
🕰,neutral,
🕛,neutral,
🕧,neutral,
🕐,neutral,
🕜,neutral,
🕑,neutral,
🕝,neutral,
🕒,neutral,
🕞,neutral,
🕓,neutral,
🕟,neutral,
🕔,neutral,
🕠,neutral,
🕕,neutral,
🕡,neutral,
🕖,neutral,
🕢,neutral,
🕗,neutral,
🕣,neutral,
🕘,neutral,
🕤,neutral,
🕙,neutral,
🕥,neutral,
🕚,neutral,
🕦,neutral,
🌑,neutral,
🌒,neutral,
🌓,neutral,
🌔,neutral,
🌕,neutral,
🌖,neutral,
🌗,neutral,
🌘,neutral,
🌙,neutral,
🌚,neutral,
🌛,neutral,
🌜,neutral,
🌡,neutral,
☀,neutral,
🌝,neutral,
🌞,neutral,
🪐,neutral,
⭐,neutral,
🌟,neutral,
🌠,neutral,
🌌,neutral,
☁,neutral,
⛅,neutral,
⛈,neutral,
🌤,neutral,
🌥,neutral,
🌦,neutral,
🌧,neutral,
🌨,neutral,
🌩,neutral,
🌪,neutral,
🌫,neutral,
🌬,neutral,
🌀,neutral,
🌈,neutral,
🌂,neutral,
☂,neutral,
☔,neutral,
⛱,neutral,
⚡,neutral,
❄,neutral,
☃,neutral,
⛄,neutral,
☄,neutral,
🔥,neutral,
💧,neutral,
🌊,neutral,
🎃,neutral,
🎄,neutral,
🎆,neutral,
🎇,neutral,
🧨,neutral,
✨,neutral,
🎈,neutral,
🎉,neutral,
🎊,neutral,
🎋,neutral,
🎍,neutral,
🎎,neutral,
🎏,neutral,
🎑,neutral,
🧧,neutral,
🎀,neutral,
🎁,neutral,
🎗,neutral,
🎟,neutral,
🎫,neutral,
🎖,neutral,
🏆,neutral,
🏅,neutral,
🥇,neutral,
🥈,neutral,
🥉,neutral,
⚽,neutral,
⚾,neutral,
🥎,neutral,
🏀,neutral,
🏐,neutral,
🏈,neutral,
🏉,neutral,
🎾,neutral,
🥏,neutral,
🎳,neutral,
🏏,neutral,
🏑,neutral,
🏒,neutral,
🥍,neutral,
🏓,neutral,
🏸,neutral,
🥊,neutral,
🥋,neutral,
🥅,neutral,
⛳,neutral,
⛸,neutral,
🎣,neutral,
🤿,neutral,
🎽,neutral,
🎿,neutral,
🛷,neutral,
🥌,neutral,
🎯,neutral,
🪀,neutral,
🪁,neutral,
🎱,neutral,
🔮,neutral,
🪄,neutral,
🧿,neutral,
🪄,neutral,
🎮,neutral,
🕹,neutral,
🎰,neutral,
🎲,neutral,
🧩,neutral,
🧸,neutral,
🪅,neutral,
🪆,neutral,
🪆,neutral,
♠,neutral,
♥,neutral,
♣,neutral,
♟,neutral,
🃏,neutral,
🀄,neutral,
🎴,neutral,
🎭,neutral,
🖼,neutral,
🎨,neutral,
🧵,neutral,
🪡,neutral,
🧶,neutral,
🪢,neutral,
👓,neutral,
🕶,neutral,
🥽,neutral,
🥼,neutral,
🦺,neutral,
👔,neutral,
👕,neutral,
👖,neutral,
🧣,neutral,
🧤,neutral,
🧥,neutral,
🧦,neutral,
👗,neutral,
👘,neutral,
🥻,neutral,
🩱,neutral,
🩲,neutral,
🩳,neutral,
👙,neutral,
👚,neutral,
👛,neutral,
👜,neutral,
👝,neutral,
🛍,neutral,
🎒,neutral,
🩴,neutral,
👞,neutral,
👟,neutral,
🥾,neutral,
🥿,neutral,
👠,neutral,
👡,neutral,
🩰,neutral,
👢,neutral,
👑,neutral,
👒,neutral,
🎩,neutral,
🎓,neutral,
🧢,neutral,
🪖,neutral,
⛑,neutral,
📿,neutral,
💄,neutral,
💍,positive,
💎,positive,
🔇,-,neutral
🔈,neutral,
🔉,neutral,
🔊,neutral,
📢,neutral,
📣,neutral,
📯,neutral,
🔔,neutral,
🔕,neutral,
🎼,neutral,
🎵,neutral,
🎶,neutral,
🎙,neutral,
🎚,neutral,
🎛,neutral,
🎤,neutral,
🎧,neutral,
📻,neutral,
🎷,neutral,
🪗,neutral,
🎸,neutral,
🎹,neutral,
🎺,neutral,
🎻,neutral,
🪕,neutral,
🥁,neutral,
🪘,neutral,
📱,neutral,
📲,neutral,
☎,neutral,
📞,neutral,
📟,neutral,
📠,neutral,
🔋,neutral,
🪫,neutral,
🔌,neutral,
💻,neutral,
🖥,neutral,
🖨,neutral,
⌨,neutral,
🖱,neutral,
🖲,neutral,
💽,neutral,
💾,neutral,
💿,neutral,
📀,neutral,
🧮,neutral,
🎥,neutral,
🎞,neutral,
📽,neutral,
🎬,neutral,
📺,neutral,
📷,neutral,
📸,neutral,
📹,neutral,
📼,neutral,
🔍,neutral,
🔎,neutral,
🕯,neutral,
💡,neutral,
🔦,neutral,
🏮,neutral,
🪔,neutral,
📔,neutral,
📕,neutral,
📖,neutral,
📗,neutral,
📘,neutral,
📙,neutral,
📚,neutral,
📓,neutral,
📒,neutral,
📃,neutral,
📜,neutral,
📄,neutral,
📰,neutral,
🗞,neutral,
📑,neutral,
🔖,neutral,
🏷,neutral,
💰,neutral,
🪙,neutral,
💴,neutral,
💵,neutral,
💶,neutral,
💷,neutral,
💸,neutral,
💳,neutral,
🧾,neutral,
💹,neutral,
✉,neutral,
📧,neutral,
📩,neutral,
📤,neutral,
📥,neutral,
📦,neutral,
📫,neutral,
📪,neutral,
📬,neutral,
📭,neutral,
📮,neutral,
🗳,neutral,
✏,neutral,
✒,neutral,
🖋,neutral,
🖊,neutral,
🖌,neutral,
🖍,neutral,
📝,neutral,
💼,neutral,
📁,neutral,
📂,neutral,
🗂,neutral,
📅,neutral,
📆,neutral,
📇,neutral,
📈,neutral,
📉,neutral,
📊,neutral,
📋,neutral,
📌,neutral,
📍,neutral,
📎,neutral,
🖇,neutral,
📏,neutral,
📐,neutral,
✂,neutral,
🗃,neutral,
🗄,neutral,
🗑,neutral,
🔒,neutral,
🔓,neutral,
🔏,neutral,
🔐,neutral,
🔑,neutral,
🗝,neutral,
🔨,neutral,
🪓,neutral,
⛏,neutral,
⚒,neutral,
🛠,neutral,
🗡,neutral,
⚔,neutral,
🔫,neutral,
🪃,neutral,
🏹,neutral,
🛡,neutral,
🪚,neutral,
🔧,neutral,
🪛,neutral,
🔩,neutral,
⚙,neutral,
🗜,neutral,
⚖,neutral,
🦯,neutral,
🔗,neutral,
⛓,neutral,
🪝,neutral,
🧰,neutral,
🧲,neutral,
🪜,neutral,
⚗,neutral,
🧪,neutral,
🧫,neutral,
🧬,neutral,
🔬,neutral,
🔭,neutral,
📡,neutral,
💉,neutral,
🩸,neutral,
💊,neutral,
🩹,neutral,
🩼,neutral,
🩺,neutral,
🩻,neutral,
🚪,neutral,
🛗,neutral,
🪞,neutral,
🪟,neutral,
🛏,neutral,
🛋,neutral,
🪑,neutral,
🚽,neutral,
🪠,neutral,
🚿,neutral,
🛁,neutral,
🪤,neutral,
🪒,neutral,
🧴,neutral,
🧷,neutral,
🧹,neutral,
🧺,neutral,
🧻,neutral,
🪣,neutral,
🧼,neutral,
🫧,neutral,
🪥,neutral,
🧽,neutral,
🧯,neutral,
🛒,neutral,
🚬,neutral,
⚰,neutral,
🪦,neutral,
⚱,neutral,
🗿,neutral,
🪧,neutral,
🪪,neutral,
🏧,neutral,
🚮,neutral,
🚰,neutral,
♿,neutral,
🚹,neutral,
🚺,neutral,
🚻,neutral,
🚼,neutral,
🚾,neutral,
🛂,neutral,
🛂,neutral,
🛄,neutral,
🛅,neutral,
⚠,neutral,
🚸,negative,
⛔,negative,
🚫,negative,
🚳,negative,
🚭,negative,
🚯,negative,
🚱,negative,
🚷,negative,
📵,negative,
🔞,negative,
☢,neutral,
☣,neutral,
⬆,neutral,
↗,neutral,
➡,neutral,
↘,neutral,
⬇,neutral,
↙,neutral,
⬅,neutral,
↖,neutral,
↕,neutral,
↔,neutral,
↩,neutral,
↪,neutral,
⤴,neutral,
⤵,neutral,
🔃,neutral,
🔄,neutral,
🔙,neutral,
🔚,neutral,
🔛,neutral,
🔜,neutral,
🔝,neutral,
🛐,neutral,
⚛,neutral,
🕉,neutral,
✡,neutral,
☸,neutral,
☯,neutral,
✝,neutral,
☦,neutral,
☪,neutral,
☮,neutral,
🕎,neutral,
🔯,neutral,
♈,neutral,
♉,neutral,
♊,neutral,
♋,neutral,
♌,neutral,
♍,neutral,
♎,neutral,
♏,neutral,
♐,neutral,
♑,neutral,
♒,neutral,
♓,neutral,
⛎,neutral,
🔀,neutral,
🔁,neutral,
🔂,neutral,
▶,neutral,
⏸,neutral,
⏩,neutral,
⏭,neutral,
⏯,neutral,
◀,neutral,
⏪,neutral,
⏮,neutral,
🔼,neutral,
⏫,neutral,
🔽,neutral,
⏬,neutral,
⏹,neutral,
⏺,neutral,
⏏,neutral,
🎦,neutral,
🔅,neutral,
🔆,neutral,
📶,neutral,
📳,neutral,
📴,neutral,
♀,neutral,
♂,neutral,
⚧,neutral,
✖,neutral,
➕,neutral,
➖,neutral,
➗,neutral,
🟰,neutral,
♾,neutral,
‼,neutral,
⁉,neutral,
❓,neutral,
❔,neutral,
❗,neutral,
❕,neutral,
〰,neutral,
💱,neutral,
💲,neutral,
⚕,neutral,
♻,neutral,
⚜,neutral,
🔱,neutral,
📛,neutral,
🔰,neutral,
⭕,neutral,
✅,neutral,
☑,neutral,
✔,neutral,
❌,neutral,
❎,neutral,
➰,neutral,
➿,neutral,
〽,neutral,
✳,neutral,
✴,neutral,
❇,neutral,
©,neutral,
®,neutral,
™,neutral,
#️⃣,neutral,
*️⃣,neutral,
1️⃣,neutral,
2️⃣,neutral,
3️⃣,neutral,
4️⃣,neutral,
5️⃣,neutral,
6️⃣,neutral,
7️⃣,neutral,
8️⃣,neutral,
9️⃣,neutral,
🔟,neutral,
🔠,neutral,
🔡,neutral,
🔢,neutral,
🔣,neutral,
🔤,neutral,
🅰,neutral,
🆎,neutral,
🅱,neutral,
🅾,neutral,
🆑,neutral,
🆒,neutral,
🆓,neutral,
ℹ,neutral,
🆔,neutral,
Ⓜ,neutral,
🆕,neutral,
🆖,neutral,
🆗,neutral,
🅿,neutral,
🆘,neutral,
🆙,neutral,
🆚,neutral,
🈁,neutral,
🈂,neutral,
🈷,neutral,
🈶,neutral,
🈯,neutral,
🉐,neutral,
🈹,neutral,
🈚,neutral,
🈲,neutral,
🉑,neutral,
🈸,neutral,
🈴,neutral,
🈳,neutral,
㊗,neutral,
㊙,neutral,
🈺,neutral,
🈵,neutral,
🔴,neutral,
🟠,neutral,
🟡,neutral,
🟢,neutral,
🔵,neutral,
🟣,neutral,
🟤,neutral,
⚫,neutral,
⚪,neutral,
🟥,neutral,
🟧,neutral,
🟨,neutral,
🟩,neutral,
